Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
73357646,000001A0,false,Rx,1,8,00,80,00,00,80,00,A8,4B,
73359069,000000A9,false,Rx,0,8,ED,14,DB,EF,3D,DB,3F,0C,
73361085,000000AA,false,Rx,0,8,79,24,02,00,18,0C,84,00,
73366834,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
73367090,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73367274,000000A8,false,Rx,0,8,D3,15,02,10,02,F0,0F,02,
73369070,000000A9,false,Rx,0,8,EE,15,DB,EF,3D,DB,3F,0C,
73371075,000000AA,false,Rx,0,8,6A,15,02,00,18,0C,84,00,
73376910,000001A0,false,Rx,1,8,00,80,00,00,80,00,B8,5B,
73377121,000000A8,false,Rx,0,8,D4,16,02,10,02,F0,0F,02,
73377169,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73377880,000001B4,false,Rx,1,8,00,D0,E6,F7,0F,FF,82,F6,
73379069,000000A9,false,Rx,0,8,EF,16,DB,EF,3D,DB,3F,0C,
73381074,000000AA,false,Rx,0,8,73,16,02,00,20,0C,84,00,
73386828,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
73387074,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73387268,000000A8,false,Rx,0,8,B5,07,02,00,02,F0,0F,02,
73389064,000000A9,false,Rx,0,8,F0,17,DB,EF,3D,DB,3F,0C,
73391069,000000AA,false,Rx,0,8,64,07,02,00,20,0C,84,00,
73396885,000001A0,false,Rx,1,8,00,80,00,00,80,00,C8,6B,
73397153,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73397387,000000A8,false,Rx,0,8,B6,08,02,00,02,F0,0F,02,
73398168,00000330,false,Rx,1,8,10,32,02,07,0B,00,BD,07,
73399052,000000A9,false,Rx,0,8,E1,18,DB,EF,3D,DB,2F,0C,
73401067,000000AA,false,Rx,0,8,5D,08,02,00,18,0C,84,00,
73406842,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
73407098,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73407293,000000A8,false,Rx,0,8,D7,19,02,10,02,F0,0F,02,
73409048,000000A9,false,Rx,0,8,E2,19,DB,EF,3D,DB,2F,0C,
73411063,000000AA,false,Rx,0,8,6E,19,02,00,18,0C,84,00,
73416777,00000130,false,Rx,1,5,45,41,21,8F,F1,00,00,00,
73417023,000001A0,false,Rx,1,8,00,80,00,00,80,00,D8,7B,
73417217,000000A8,false,Rx,0,8,D8,1A,02,10,02,F0,0F,02,
73417285,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73419044,000000A9,false,Rx,0,8,F3,1A,DB,EF,3D,DB,3F,0C,
73420306,000001D0,false,Rx,0,8,63,FF,63,D2,98,A8,CD,9A,
73421070,000000AA,false,Rx,0,8,6B,1A,02,00,14,0C,84,00,
73426824,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
73427080,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73427264,000000A8,false,Rx,0,8,E9,1B,02,20,02,F0,0F,02,
73429040,000000A9,false,Rx,0,8,F4,1B,DB,EF,3D,DB,3F,0C,
73431055,000000AA,false,Rx,0,8,7C,2B,02,00,14,0C,84,00,
73436859,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
73437080,000000A8,false,Rx,0,8,CA,0C,02,10,02,F0,0F,02,
73437117,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73439047,000000A9,false,Rx,0,8,F5,1C,DB,EF,3D,DB,3F,0C,
73440258,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
73441052,000000AA,false,Rx,0,8,85,2C,02,00,1C,0C,84,00,
73446796,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
73447042,0000019E,false,Rx,1,8,00,E8,EF,FC,FF,BC,FF,32,
73447236,000000A8,false,Rx,0,8,BB,0D,02,00,02,F0,0F,02,
73449022,000000A9,false,Rx,0,8,E6,1D,DB,EF,3D,DB,2F,0C,
73451047,000000AA,false,Rx,0,8,66,0D,02,00,1C,0C,84,00,
73456831,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,B0,FE,
73457089,000000A8,false,Rx,0,8,9C,FE,01,F0,01,F0,0F,02,
73457110,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73457600,000001A0,false,Rx,1,8,00,80,00,00,80,00,08,AA,
73459020,000000A9,false,Rx,0,8,E7,1E,DB,EF,3D,DB,2F,0C,
73461045,000000AA,false,Rx,0,8,6F,0E,02,00,24,0C,84,00,
73462319,00000194,false,Rx,1,4,F4,F4,FF,FF,00,00,00,00,
73466777,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
73467043,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73467236,000000A8,false,Rx,0,8,8E,F0,01,F0,01,F0,0F,02,
73467256,00000374,false,Rx,1,5,80,80,80,80,FC,00,00,00,
73469015,000000A9,false,Rx,0,8,D9,10,DB,EF,3D,DB,2F,0C,
73469307,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
73471040,000000AA,false,Rx,0,8,51,F0,01,00,24,0C,84,00,
73476835,000001A0,false,Rx,1,8,00,80,00,00,80,00,18,BA,
73477082,000000A8,false,Rx,0,8,AF,01,02,00,02,F0,0F,02,
73477102,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73477945,000001B4,false,Rx,1,8,00,D0,E6,F8,0F,FF,82,F7,
73479022,000000A9,false,Rx,0,8,DA,11,DB,EF,3D,DB,2F,0C,
73481037,000000AA,false,Rx,0,8,4A,F1,01,00,1C,0C,84,00,
73486791,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
73487047,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73487241,000000A8,false,Rx,0,8,B0,02,02,00,02,F0,0F,02,
73489007,000000A9,false,Rx,0,8,DB,12,DB,EF,3D,DB,2F,0C,
73491031,000000AA,false,Rx,0,8,5B,02,02,00,1C,0C,84,00,
73496816,000001A0,false,Rx,1,8,00,80,00,00,80,00,28,CA,
73497063,000000A8,false,Rx,0,8,D1,13,02,10,02,F0,0F,02,
73497083,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73499003,000000A9,false,Rx,0,8,DC,13,DB,EF,3D,DB,2F,0C,
73501039,000000AA,false,Rx,0,8,54,03,02,00,14,0C,84,00,
73506753,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
73507009,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73507193,000000A8,false,Rx,0,8,D2,14,02,10,02,F0,0F,02,
73508999,000000A9,false,Rx,0,8,DD,14,DB,EF,3D,DB,2F,0C,
73509970,000001FB,false,Rx,1,2,FE,FF,00,00,00,00,00,00,
73511012,000000AA,false,Rx,0,8,65,14,02,00,14,0C,84,00,
73516807,000001A0,false,Rx,1,8,00,80,00,00,80,00,38,DA,
73516982,00000130,false,Rx,1,5,45,41,21,8F,02,00,00,00,
73517064,000000A8,false,Rx,0,8,B3,05,02,00,02,F0,0F,02,
73517230,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73518993,000000A9,false,Rx,0,8,DE,15,DB,EF,3D,DB,2F,0C,
73519227,000001D0,false,Rx,0,8,63,FF,64,D2,AC,A8,CD,9A,
73521010,000000AA,false,Rx,0,8,6E,15,02,00,1C,0C,84,00,
73526764,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
73527020,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73527214,000000A8,false,Rx,0,8,B4,06,02,00,02,F0,0F,02,
73528981,000000A9,false,Rx,0,8,DF,16,DB,EF,3D,DB,2F,0C,
73531007,000000AA,false,Rx,0,8,5F,06,02,00,1C,0C,84,00,
73536792,000001A0,false,Rx,1,8,00,80,00,00,80,00,48,EA,
73537060,000000A8,false,Rx,0,8,95,F7,01,F0,01,F0,0F,02,
73537080,000004A9,false,Rx,1,8,30,42,FF,FF,FF,FF,FF,FF,
73537311,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73539010,000000A9,false,Rx,0,8,E0,17,DB,EF,3D,DB,2F,0C,
73541005,000000AA,false,Rx,0,8,68,07,02,00,24,0C,84,00,
73543959,00000308,false,Rx,0,3,0B,D2,F1,00,00,00,00,00,
73546752,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
73547017,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73547202,000000A8,false,Rx,0,8,96,F8,01,F0,01,F0,0F,02,
73548978,000000A9,false,Rx,0,8,E1,18,DB,EF,3D,DB,2F,0C,
73551003,000000AA,false,Rx,0,8,59,F8,01,00,24,0C,84,00,
73556768,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,40,F0,
73557044,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73557250,000000A8,false,Rx,0,8,B7,09,02,00,02,F0,0F,02,
73557297,000001A0,false,Rx,1,8,00,80,00,00,80,00,58,FA,
73558976,000000A9,false,Rx,0,8,E2,19,DB,EF,3D,DB,2F,0C,
73561001,000000AA,false,Rx,0,8,52,F9,01,00,1C,0C,84,00,
73562274,000001EE,false,Rx,1,2,00,FF,00,00,00,00,00,00,
73562452,000002A6,false,Rx,1,2,00,FF,00,00,00,00,00,00,
73562620,000001D6,false,Rx,1,2,FF,FF,00,00,00,00,00,00,
73563938,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,17,00,
73566722,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
73566978,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73567172,000000A8,false,Rx,0,8,B8,0A,02,00,02,F0,0F,02,
73568968,000000A9,false,Rx,0,8,E3,1A,DB,EF,3D,DB,2F,0C,
73570994,000000AA,false,Rx,0,8,63,0A,02,00,1C,0C,84,00,
73576769,000001A0,false,Rx,1,8,00,80,00,00,80,00,68,0B,
73577037,000000A8,false,Rx,0,8,D9,1B,02,10,02,F0,0F,02,
73577057,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73577890,000001B4,false,Rx,1,8,00,D0,E6,F9,0F,FF,82,F8,
73578968,000000A9,false,Rx,0,8,E4,1B,DB,EF,3D,DB,2F,0C,
73581004,000000AA,false,Rx,0,8,5C,0B,02,00,14,0C,84,00,
73586708,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
73586963,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73587158,000000A8,false,Rx,0,8,DA,1C,02,10,02,F0,0F,02,
73588954,000000A9,false,Rx,0,8,E5,1C,DB,EF,3D,DB,2F,0C,
73590979,000000AA,false,Rx,0,8,71,1C,02,00,18,0C,84,00,
73596775,000001A0,false,Rx,1,8,00,80,00,00,80,00,78,1B,
73597020,000000A8,false,Rx,0,8,CB,0D,02,10,02,F0,0F,02,
73597041,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73598961,000000A9,false,Rx,0,8,E6,1D,DB,EF,3D,DB,2F,0C,
73600985,000000AA,false,Rx,0,8,72,1D,02,00,18,0C,84,00,
73606700,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
73606955,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73607149,000000A8,false,Rx,0,8,CC,0E,02,10,02,F0,0F,02,
73608009,00000330,false,Rx,1,8,10,32,02,07,0A,00,BD,07,
73608956,000000A9,false,Rx,0,8,E7,1E,DB,EF,3D,DB,2F,0C,
73610971,000000AA,false,Rx,0,8,73,1E,02,00,18,0C,84,00,
73616767,000001A0,false,Rx,1,8,00,80,00,00,80,00,88,2B,
73616941,00000130,false,Rx,1,5,45,41,21,8F,13,00,00,00,
73617022,000000A8,false,Rx,0,8,BE,00,02,10,02,F0,0F,02,
73617190,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73618942,000000A9,false,Rx,0,8,D9,10,DB,EF,3D,DB,2F,0C,
73619295,000001D0,false,Rx,0,8,63,FF,64,D2,C0,A8,CD,9A,
73620978,000000AA,false,Rx,0,8,65,10,02,00,18,0C,84,00,
73626703,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
73626958,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73627152,000000A8,false,Rx,0,8,BF,01,02,10,02,F0,0F,02,
73628952,000000A9,false,Rx,0,8,DA,11,DB,EF,3D,DB,2F,0C,
73629731,000004B0,false,Rx,1,8,00,42,FD,FF,FF,FF,FF,FF,
73630967,000000AA,false,Rx,0,8,62,11,02,00,14,0C,84,00,
73636732,000001A0,false,Rx,1,8,00,80,00,00,80,00,98,3B,
73637008,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73637232,000000A8,false,Rx,0,8,D0,12,02,10,02,F0,0F,02,
73638959,000000A9,false,Rx,0,8,DB,12,DB,EF,3D,DB,2F,0C,
73640974,000000AA,false,Rx,0,8,63,12,02,00,14,0C,84,00,
73644201,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,19,00,
73644462,000003B4,false,Rx,0,8,B8,F3,28,FC,FF,FF,FF,FF,
73646662,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
73646927,0000019E,false,Rx,1,8,00,E8,0F,FC,FF,BC,FF,51,
73647099,000000A8,false,Rx,0,8,D1,13,02,10,02,F0,0F,02,
73648938,000000A9,false,Rx,0,8,DC,13,DB,EF,3D,DB,2F,0C,
73650952,000000AA,false,Rx,0,8,5C,13,02,00,0C,0C,84,00,
73656708,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,D0,F1,
73656974,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73657189,000000A8,false,Rx,0,8,F2,24,02,20,02,F0,0F,02,
73657226,000001A0,false,Rx,1,8,00,80,00,00,80,00,A8,4B,
73658928,000000A9,false,Rx,0,8,DD,14,DB,EF,3D,DB,2F,0C,
73659736,00000310,false,Rx,1,7,76,61,10,00,00,17,20,00,
73660951,000000AA,false,Rx,0,8,5D,14,02,00,0C,0C,84,00,
73662326,00000194,false,Rx,1,4,F5,F5,FF,FF,00,00,00,00,
73666675,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
73666930,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73667113,000000A8,false,Rx,0,8,F3,25,02,20,02,F0,0F,02,
73668922,000000A9,false,Rx,0,8,DE,15,DB,EF,3D,DB,2F,0C,
73670174,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
73670947,000000AA,false,Rx,0,8,72,25,02,00,10,0C,84,00,
73676714,000001A0,false,Rx,1,8,00,80,00,00,80,00,B8,5B,
73676980,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73677214,000000A8,false,Rx,0,8,E4,16,02,20,02,F0,0F,02,
73677954,000001B4,false,Rx,1,8,00,D0,E6,FA,0F,FF,82,F9,
73678921,000000A9,false,Rx,0,8,DF,16,DB,EF,3D,DB,2F,0C,
73680945,000000AA,false,Rx,0,8,73,26,02,00,10,0C,84,00,
73686639,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
73686894,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73687077,000000A8,false,Rx,0,8,E5,17,02,20,02,F0,0F,02,
73688926,000000A9,false,Rx,0,8,E0,17,DB,EF,3D,DB,2F,0C,
73690940,000000AA,false,Rx,0,8,7C,27,02,00,18,0C,84,00,
73696696,000001A0,false,Rx,1,8,00,80,00,00,80,00,C8,6B,
73696972,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73697196,000000A8,false,Rx,0,8,D6,18,02,10,02,F0,0F,02,
73698913,000000A9,false,Rx,0,8,E1,18,DB,EF,3D,DB,2F,0C,
73700937,000000AA,false,Rx,0,8,7D,28,02,00,18,0C,84,00,
73706651,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
73706906,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73707099,000000A8,false,Rx,0,8,D7,19,02,10,02,F0,0F,02,
73708908,000000A9,false,Rx,0,8,E2,19,DB,EF,3D,DB,2F,0C,
73709826,000001FB,false,Rx,1,2,F0,FF,00,00,00,00,00,00,
73710389,00000480,false,Rx,1,8,02,42,FD,01,FF,FF,FF,FF,
73710929,000000AA,false,Rx,0,8,6A,19,02,00,14,0C,84,00,
73716684,000001A0,false,Rx,1,8,00,80,00,00,80,00,D8,7B,
73716859,00000130,false,Rx,1,5,45,41,21,8F,24,00,00,00,
73717110,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73717183,000000A8,false,Rx,0,8,D8,1A,02,10,02,F0,0F,02,
73718905,000000A9,false,Rx,0,8,E3,1A,DB,EF,3D,DB,2F,0C,
73719247,000001D0,false,Rx,0,8,63,FF,65,D2,D4,A8,CD,9A,
73720939,000000AA,false,Rx,0,8,6B,1A,02,00,14,0C,84,00,
73724309,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,1C,00,
73726637,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
73726892,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73727075,000000A8,false,Rx,0,8,D9,1B,02,10,02,F0,0F,02,
73728913,000000A9,false,Rx,0,8,E4,1B,DB,EF,3D,DB,2F,0C,
73730927,000000AA,false,Rx,0,8,68,1B,02,00,10,0C,84,00,
73736673,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
73736949,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73737174,000000A8,false,Rx,0,8,EA,1C,02,20,02,F0,0F,02,
73738891,000000A9,false,Rx,0,8,E5,1C,DB,EF,3D,DB,2F,0C,
73740935,000000AA,false,Rx,0,8,69,1C,02,00,10,0C,84,00,
73746610,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
73746864,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73747057,000000A8,false,Rx,0,8,BB,0D,02,00,02,F0,0F,02,
73748896,000000A9,false,Rx,0,8,C4,1D,DA,DF,3D,DA,1F,0C,
73750910,000000AA,false,Rx,0,8,6E,1D,02,00,14,0C,84,00,
73756655,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,60,F3,
73756922,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73757152,000000A8,false,Rx,0,8,BC,0E,02,00,02,F0,0F,02,
73757173,000001A0,false,Rx,1,8,00,80,00,00,80,00,08,AA,
73758893,000000A9,false,Rx,0,8,C5,1E,DA,DF,3D,DA,1F,0C,
73760908,000000AA,false,Rx,0,8,6F,1E,02,00,14,0C,84,00,
73763993,000003EF,false,Rx,0,2,05,4D,00,00,00,00,00,00,
73766604,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
73766859,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73767062,000000A8,false,Rx,0,8,AE,00,02,00,02,F0,0F,02,
73768880,000000A9,false,Rx,0,8,B7,10,DA,DF,3D,DA,1F,0C,
73770904,000000AA,false,Rx,0,8,55,00,02,00,18,0C,84,00,
73776648,000001A0,false,Rx,1,8,00,80,00,00,80,00,18,BA,
73776914,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73777149,000000A8,false,Rx,0,8,AF,01,02,00,02,F0,0F,02,
73777898,000001B4,false,Rx,1,8,00,D0,E6,FB,0F,FF,82,FA,
73778827,000003B0,false,Rx,1,2,FD,FF,00,00,00,00,00,00,
73778887,000000A9,false,Rx,0,8,B8,11,DA,DF,3D,DA,1F,0C,
73779608,0000021A,false,Rx,1,3,00,10,FF,00,00,00,00,00,
73780904,000000AA,false,Rx,0,8,56,01,02,00,18,0C,84,00,
73786609,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
73786864,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73787057,000000A8,false,Rx,0,8,B0,02,02,00,02,F0,0F,02,
73788876,000000A9,false,Rx,0,8,B9,12,DA,DF,3D,DA,1F,0C,
73790899,000000AA,false,Rx,0,8,53,02,02,00,14,0C,84,00,
73796075,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
73796656,000001A0,false,Rx,1,8,00,80,00,00,80,00,28,CA,
73796925,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73797161,000000A8,false,Rx,0,8,B1,03,02,00,02,F0,0F,02,
73798879,000000A9,false,Rx,0,8,BA,13,DA,DF,3D,DA,1F,0C,
73800903,000000AA,false,Rx,0,8,54,03,02,00,14,0C,84,00,
73804162,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,1C,00,
73804499,000003B4,false,Rx,0,8,B8,F3,28,FC,FF,FF,FF,FF,
73806566,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
73806825,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73807008,000000A8,false,Rx,0,8,D2,14,02,10,02,F0,0F,02,
73808868,000000A9,false,Rx,0,8,BB,14,DA,DF,3D,DA,1F,0C,
73810883,000000AA,false,Rx,0,8,4D,04,02,00,0C,0C,84,00,
73816641,000001A0,false,Rx,1,8,00,80,00,00,80,00,38,DA,
73816815,00000130,false,Rx,1,5,45,41,21,8F,35,00,00,00,
73817066,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73817141,000000A8,false,Rx,0,8,D3,15,02,10,02,F0,0F,02,
73818862,000000A9,false,Rx,0,8,BC,15,DA,DF,3D,DA,1F,0C,
73819173,000001D0,false,Rx,0,8,63,FF,65,D2,E8,A8,CD,9A,
73820896,000000AA,false,Rx,0,8,4E,05,02,00,0C,0C,84,00,
73826580,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
73826835,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73827028,000000A8,false,Rx,0,8,C4,06,02,10,02,F0,0F,02,
73828867,000000A9,false,Rx,0,8,BD,16,DA,DF,3D,DA,1F,0C,
73830871,000000AA,false,Rx,0,8,63,16,02,00,10,0C,84,00,
73836616,000001A0,false,Rx,1,8,00,80,00,00,80,00,48,EA,
73836881,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73837116,000000A8,false,Rx,0,8,C5,07,02,10,02,F0,0F,02,
73838883,000000A9,false,Rx,0,8,BE,17,DA,DF,3D,DA,1F,0C,
73840877,000000AA,false,Rx,0,8,64,17,02,00,10,0C,84,00,
73846552,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
73846807,0000019E,false,Rx,1,8,00,E8,1F,FC,FF,BC,FF,61,
73847000,000000A8,false,Rx,0,8,D6,18,02,10,02,F0,0F,02,
73847398,00000202,false,Rx,1,2,FE,FF,00,00,00,00,00,00,
73848857,000000A9,false,Rx,0,8,E1,18,DB,EF,3D,DB,2F,0C,
73850860,000000AA,false,Rx,0,8,7D,28,02,00,18,0C,84,00,
73856585,000001A6,false,Rx,1,8,B1,1B,69,1C,55,1C,F0,F4,
73856851,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73857065,000000A8,false,Rx,0,8,D7,19,02,10,02,F0,0F,02,
73857103,000001A0,false,Rx,1,8,00,80,00,00,80,00,58,FA,
73858843,000000A9,false,Rx,0,8,E2,19,DB,EF,3D,DB,2F,0C,
73860867,000000AA,false,Rx,0,8,7E,29,02,00,18,0C,84,00,
73862323,00000194,false,Rx,1,4,F6,F6,FF,FF,00,00,00,00,
73866532,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
73866787,0000019E,false,Rx,1,8,00,E8,2F,FC,FF,BC,FF,71,
73866980,000000A8,false,Rx,0,8,F8,2A,02,20,02,F0,0F,02,
73868849,000000A9,false,Rx,0,8,E3,1A,DB,EF,3D,DB,2F,0C,
73869140,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
73870864,000000AA,false,Rx,0,8,67,1A,02,00,10,0C,84,00,
73876591,000001A0,false,Rx,1,8,00,80,00,00,80,00,68,0B,
73876857,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73877092,000000A8,false,Rx,0,8,F9,2B,02,20,02,F0,0F,02,
73877973,000001B4,false,Rx,1,8,00,D0,E6,FC,0F,FF,82,FB,
73878839,000000A9,false,Rx,0,8,E4,1B,DB,EF,3D,DB,2F,0C,
73880302,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
73880864,000000AA,false,Rx,0,8,68,1B,02,00,10,0C,84,00,
73885286,000001B6,false,Rx,0,8,FF,FF,00,00,10,A8,17,00,
73886524,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
73886773,0000019E,false,Rx,1,8,00,E8,2F,FC,FF,BC,FF,71,
73886966,000000A8,false,Rx,0,8,1B,3C,02,30,02,F0,0F,02,
73888304,000001B5,false,Rx,1,7,00,FF,FF,CF,F8,FF,00,00,
73888835,000000A9,false,Rx,0,8,E5,1C,DB,EF,3D,DB,2F,0C,
73890852,000000AA,false,Rx,0,8,71,2C,02,00,08,0C,84,00,
73896574,000001A0,false,Rx,1,8,00,80,00,00,80,00,78,1B,
73896850,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73897074,000000A8,false,Rx,0,8,1C,3D,02,30,02,F0,0F,02,
73898821,000000A9,false,Rx,0,8,E6,1D,DB,EF,3D,DB,2F,0C,
73900856,000000AA,false,Rx,0,8,72,2D,02,00,08,0C,84,00,
73906509,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
73906764,0000019E,false,Rx,1,8,00,E8,2F,FC,FF,BC,FF,71,
73906958,000000A8,false,Rx,0,8,FC,2E,02,20,02,F0,0F,02,
73908835,000000A9,false,Rx,0,8,E7,1E,DB,EF,3D,DB,2F,0C,
73909895,000001FB,false,Rx,1,2,F1,FF,00,00,00,00,00,00,
73910838,000000AA,false,Rx,0,8,8F,3E,02,00,14,0C,84,00,
73916564,000001A0,false,Rx,1,8,00,80,00,00,80,00,88,2B,
73916830,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73917073,000000A8,false,Rx,0,8,EE,20,02,20,02,F0,0F,02,
73917093,00000130,false,Rx,1,5,45,41,21,8F,46,00,00,00,
73918812,000000A9,false,Rx,0,8,D9,10,DB,EF,3D,DB,2F,0C,
73919306,000001D0,false,Rx,0,8,63,FF,66,D2,FC,A8,CD,9A,
73920948,000000AA,false,Rx,0,8,81,30,02,00,14,0C,84,00,
73926531,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
73926786,0000019E,false,Rx,1,8,00,E8,2F,FC,FF,BC,FF,71,
73926970,000000A8,false,Rx,0,8,CF,11,02,10,02,F0,0F,02,
73928817,000000A9,false,Rx,0,8,EA,11,DB,EF,3D,DB,3F,0C,
73930822,000000AA,false,Rx,0,8,7A,21,02,00,1C,0C,84,00,
73936556,000001A0,false,Rx,1,8,00,80,00,00,80,00,98,3B,
73936822,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
73937056,000000A8,false,Rx,0,8,D0,12,02,10,02,F0,0F,02,
73938814,000000A9,false,Rx,0,8,EB,12,DB,EF,3D,DB,3F,0C,
73940818,000000AA,false,Rx,0,8,77,22,02,00,18,0C,84,00,
73946482,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
73946736,0000019E,false,Rx,1,8,00,E8,2F,FC,FF,BC,FF,71,
